year,month,day,ao_index_cdas
1957,4,24,-0.9130327105522156
1957,4,25,-0.8754550218582153
1957,4,26,-0.4720841646194458
1957,4,27,-0.106339231133461
1957,4,28,0.35993802547454834
1957,4,29,0.3100724220275879
1957,4,30,0.18554818630218506
1957,5,1,-0.5151774883270264
1957,5,2,-1.1644361019134521
1957,5,3,-1.3876638412475586
1957,5,4,-0.9493432641029358
1957,5,5,0.021494364365935326
1957,5,6,0.7786637544631958
1957,5,7,0.510407030582428
1957,5,8,-0.7716283202171326
1957,5,9,-1.9025254249572754
1957,5,10,-2.105062484741211
1957,5,11,-1.7256884574890137
1957,5,12,-1.3115644454956055
1957,5,13,-1.4906152486801147
1957,5,14,-1.9372152090072632
1957,5,15,-2.0668587684631348
1957,5,16,-1.4059568643569946
1957,5,17,-0.9517512917518616
1957,5,18,-0.5476951599121094
1957,5,19,-0.31226658821105957
1957,5,20,-0.32930973172187805
1957,5,21,-0.5962083339691162
1957,5,22,-1.1318706274032593
1957,5,23,-1.648766279220581
1957,5,24,-2.010765790939331
1957,5,25,-1.869096279144287
1957,5,26,-1.6559134721755981
1957,5,27,-1.1247062683105469
1957,5,28,-0.612615168094635
1957,5,29,-0.12574860453605652
1957,5,30,0.5229445099830627
1957,5,31,0.9299089908599854
1957,6,1,1.1185969114303589
1957,6,2,1.2343815565109253
1957,6,3,1.3122719526290894
1957,6,4,0.9856646060943604
1957,6,5,0.2301034778356552
1957,6,6,-0.09724588692188263
1957,6,7,-0.7521719932556152
1957,6,8,-1.491978645324707
1957,6,9,-1.9487636089324951
1957,6,10,-1.8383861780166626
1957,6,11,-1.4768892526626587
1957,6,12,-0.8775313496589661
1957,6,13,-0.7710193991661072
1957,6,14,-0.7167780995368958
1957,6,15,-0.9631596207618713
1957,6,16,-1.339381217956543
1957,6,17,-1.4037400484085083
1957,6,18,-1.062720775604248
1957,6,19,-0.7776176929473877
1957,6,20,-1.1422995328903198
1957,6,21,-1.6218713521957397
1957,6,22,-1.7892149686813354
1957,6,23,-1.5821794271469116
1957,6,24,-1.3799293041229248
1957,6,25,-1.680871605873108
1957,6,26,-1.3581993579864502
1957,6,27,-0.3547849655151367
1957,6,28,0.12217018753290176
1957,6,29,-0.14882341027259827
1957,6,30,-0.41936275362968445
1957,7,1,-0.5508708357810974
1957,7,2,-0.4598385691642761
1957,7,3,-0.2366543412208557
1957,7,4,-0.09254936128854752
1957,7,5,-0.27559590339660645
1957,7,6,-0.8409519791603088
1957,7,7,-1.1629434823989868
1957,7,8,-1.0790846347808838
1957,7,9,-0.8804646134376526
1957,7,10,-1.1063416004180908
1957,7,11,-1.7061327695846558
1957,7,12,-1.8609533309936523
1957,7,13,-1.6594213247299194
1957,7,14,-1.254989504814148
1957,7,15,-1.0144449472427368
1957,7,16,-0.9226788282394409
1957,7,17,-0.755622386932373
1957,7,18,-0.28588414192199707
1957,7,19,0.12872160971164703
1957,7,20,0.2560702860355377
1957,7,21,0.06804056465625763
1957,7,22,-0.05038178712129593
1957,7,23,-0.24929790198802948
1957,7,24,-0.14469178020954132
1957,7,25,-0.05825303867459297
1957,7,26,-0.28059157729148865
1957,7,27,-0.5548753142356873
1957,7,28,-0.622380793094635
1957,7,29,-0.6891053318977356
1957,7,30,-0.5267751812934875
1957,7,31,-0.45389699935913086
1957,8,1,-0.4232712388038635
1957,8,2,-0.7839855551719666
1957,8,3,-1.1829369068145752
1957,8,4,-1.2355200052261353
1957,8,5,-1.0607391595840454
1957,8,6,-0.8476880192756653
1957,8,7,-0.3829823434352875
1957,8,8,-0.07367119193077087
1957,8,9,0.22467643022537231
1957,8,10,0.2687477469444275
1957,8,11,0.11965011805295944
1957,8,12,-0.05534975230693817
1957,8,13,0.07702189683914185
1957,8,14,0.37133869528770447
1957,8,15,0.6815341711044312
1957,8,16,0.8843792080879211
1957,8,17,0.9353886246681213
1957,8,18,0.9172165393829346
1957,8,19,0.8902329802513123
1957,8,20,0.7918452024459839
1957,8,21,0.7029024362564087
1957,8,22,0.6884568333625793
1957,8,23,0.558302104473114
1957,8,24,0.3769291043281555
1957,8,25,-0.09979001432657242
1957,8,26,-0.17479118704795837
1957,8,27,0.013215054757893085
1957,8,28,0.24712331593036652
1957,8,29,0.4174472987651825
1957,8,30,0.2686185836791992
1957,8,31,-0.220380961894989
1957,9,1,-0.6311523914337158
1957,9,2,-0.9178984761238098
1957,9,3,-1.1292951107025146
1957,9,4,-1.1012853384017944
1957,9,5,-1.1125049591064453
1957,9,6,-0.7330387830734253
1957,9,7,-0.015888947993516922
1957,9,8,0.7555521726608276
1957,9,9,0.7476590275764465
1957,9,10,0.4826660752296448
1957,9,11,-0.024373019114136696
1957,9,12,-0.8622640371322632
1957,9,13,-0.7606995105743408
1957,9,14,-0.7270976305007935
1957,9,15,-1.1843663454055786
1957,9,16,-1.8308422565460205
1957,9,17,-2.5367162227630615
1957,9,18,-2.8340883255004883
1957,9,19,-2.584249258041382
1957,9,20,-2.5522148609161377
1957,9,21,-2.4554173946380615
1957,9,22,-2.0760903358459473
1957,9,23,-1.6940100193023682
1957,9,24,-0.892173707485199
1957,9,25,-0.14435523748397827
1957,9,26,0.11431790888309479
1957,9,27,-0.2517061233520508
1957,9,28,-0.4685288369655609
1957,9,29,-0.28452223539352417
1957,9,30,0.045344557613134384
1957,10,1,0.40446168184280396
1957,10,2,0.6030871272087097
1957,10,3,-0.1348084807395935
1957,10,4,-0.5509041547775269
1957,10,5,-0.2855658233165741
1957,10,6,0.11980866640806198
1957,10,7,0.14622166752815247
1957,10,8,0.18095330893993378
1957,10,9,0.18333642184734344
1957,10,10,-0.12080089747905731
1957,10,11,0.07374747842550278
1957,10,12,0.19341738522052765
1957,10,13,-0.012758797965943813
1957,10,14,0.04841986671090126
1957,10,15,0.2692069709300995
1957,10,16,0.7305523753166199
1957,10,17,1.1891748905181885
1957,10,18,1.5655992031097412
1957,10,19,1.9139258861541748
1957,10,20,1.2963584661483765
1957,10,21,0.9354678392410278
1957,10,22,1.6089637279510498
1957,10,23,1.7150458097457886
1957,10,24,1.3348190784454346
1957,10,25,0.8720651865005493
1957,10,26,1.435944676399231
1957,10,27,2.140777111053467
1957,10,28,2.1734087467193604
1957,10,29,2.311962366104126
1957,10,30,2.435720205307007
1957,10,31,2.2208569049835205
1957,11,1,1.2906546592712402
1957,11,2,0.6239180564880371
1957,11,3,-0.7322359681129456
1957,11,4,-1.4418963193893433
1957,11,5,-1.1864266395568848
1957,11,6,-0.9101851582527161
1957,11,7,-1.0994508266448975
1957,11,8,-1.6826727390289307
1957,11,9,-1.871284008026123
1957,11,10,-2.3338043689727783
1957,11,11,-1.9002827405929565
1957,11,12,-1.283135175704956
1957,11,13,-1.333081841468811
1957,11,14,-1.912639856338501
1957,11,15,-2.2243332862854004
1957,11,16,-2.163769483566284
1957,11,17,-1.7327446937561035
1957,11,18,-1.2567425966262817
1957,11,19,-1.4758973121643066
1957,11,20,-1.70863676071167
1957,11,21,-1.201139211654663
1957,11,22,-0.29778778553009033
1957,11,23,-0.43550440669059753
1957,11,24,-1.405043601989746
1957,11,25,-2.164090633392334
1957,11,26,-2.252490520477295
1957,11,27,-1.558132529258728
1957,11,28,-1.3147742748260498
1957,11,29,-1.5521191358566284
1957,11,30,-1.4139618873596191
1957,12,1,-1.3949512243270874
1957,12,2,-0.6075983643531799
1957,12,3,0.560949444770813
1957,12,4,0.8987051844596863
1957,12,5,0.6030530333518982
1957,12,6,0.8579556345939636
1957,12,7,1.8225089311599731
1957,12,8,1.6474841833114624
1957,12,9,1.3695437908172607
1957,12,10,0.2661515176296234
1957,12,11,-1.2503454685211182
1957,12,12,-1.178316354751587
1957,12,13,-0.17839212715625763
1957,12,14,1.1200047731399536
1957,12,15,2.434610605239868
1957,12,16,2.600879430770874
